learning_rate,z_dim,num_filters,epochs,B,data_dir,vaegan,test_accuracy
0.001,100.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8359375
0.001,100.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.875
0.001,100.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.890625
0.001,100.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8359375
0.001,100.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.859375
0.001,100.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.84375
0.001,100.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8125
0.001,100.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.859375
0.001,100.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8984375
0.001,100.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.859375
0.001,100.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.90625
0.001,100.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8515625
0.001,100.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.859375
0.001,100.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8359375
0.001,100.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8064516186714172
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.71875
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.71875
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.7578125
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.7109375
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.7109375
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.7421875
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.7578125
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.75
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.765625
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.75
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.7265625
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.734375
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.71875
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.75
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.78125
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.765625
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.6875
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.7734375
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.703125
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.6875
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.734375
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.7265625
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.6953125
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.7265625
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.765625
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.78125
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.671875
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.6875
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.7421875
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.725806474685669
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.6171875
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.6171875
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.625
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.6953125
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.6484375
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.5390625
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.59375
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.515625
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.6015625
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.5625
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.65625
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.6484375
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.515625
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.6328125
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.6875
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.609375
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.6015625
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.640625
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.640625
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.578125
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.609375
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.5
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.6015625
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.59375
0.001,150.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.5483871102333069
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.640625
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.71875
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.609375
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.6875
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.6015625
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.6796875
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.671875
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.7109375
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.765625
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.671875
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.6484375
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.6953125
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.6875
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.6953125
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.6640625
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.703125
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.7578125
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.71875
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.71875
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.671875
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.6875
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.703125
0.001,200.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,0.0,0.6171875
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.90625
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.890625
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8671875
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8515625
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.84375
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8828125
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.9140625
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.9140625
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8671875
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.90625
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.828125
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8125
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8671875
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8046875
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8671875
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8828125
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.828125
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.90625
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.890625
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.90625
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.859375
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.890625
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8671875
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.890625
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.90625
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.84375
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.84375
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8984375
0.001,30.0,100.0,80.0,0.5,/home/cveenker1/Anomaly-Detection-in-API-calls/data/synthetic_data2,1.0,0.8064516186714172
